0.110055	4.59263e-005	1.94545e-005	0.000102331	0.00014916	-8.0551e-005	5.94312e-005	3.22691e-005	0.000104238	8.33919e-005
0.111076	-9.75783e-006	-4.74755e-005	-8.00652e-005	-0.000197913	-0.00031228	-0.000103044	-2.32838e-005	5.88045e-005	2.06671e-005
0.11216	-2.85521e-005	-5.87048e-005	-0.000126441	3.6698e-006	-7.0204e-005	-4.69837e-005	5.09361e-006	1.04921e-005	5.76574e-005
0.113181	3.71077e-006	-4.34889e-005	-7.6793e-005	-2.4111e-005	-3.63887e-005	-2.96845e-005	1.84186e-005	7.72433e-006	1.7255e-005
0.114202	6.5454e-005	-3.25138e-005	1.09326e-005	3.62818e-005	-1.53002e-005	9.56282e-006	1.98209e-005	-6.66671e-006	-1.25724e-005
0.115287	-2.43767e-005	-9.64852e-005	2.38006e-005	9.69181e-006	-2.74097e-005	1.03218e-005	-9.57325e-005	1.01979e-005	-4.71878e-005
0.116307	7.30998e-006	-2.15428e-005	-0.000104301	4.79719e-005	-0.000177296	-0.000115999	-1.64552e-005	-1.87928e-005	-2.05134e-005
0.117392	7.16632e-005	-7.9094e-005	-4.54441e-005	-0.000124659	-0.000221064	-1.0042e-005	-1.35615e-005	4.71686e-005	2.65944e-005
0.118413	5.65687e-005	-4.59534e-005	1.23828e-006	-7.17748e-005	-0.000218948	-4.20071e-005	-4.72122e-005	6.26019e-005	1.20238e-005
0.119497	2.94177e-005	-4.54529e-005	5.22257e-005	6.17666e-005	2.24369e-005	9.05566e-008	-1.15441e-005	-4.10317e-005	-1.65758e-005
0.120518	-3.47186e-005	-0.00010332	-7.26788e-005	-0.000122051	-0.000134842	2.28898e-005	5.58122e-006	9.56957e-005	6.50162e-005
0.121603	-3.8791e-005	-9.0752e-005	5.04386e-005	-6.6378e-005	-0.000252469	7.84114e-006	4.25422e-005	3.00704e-005	3.0763e-005
0.122624	6.488e-005	-4.62216e-005	-1.98972e-005	-0.000296606	-0.000439179	-3.01299e-005	3.97186e-005	2.38035e-005	4.04602e-005
0.123708	-2.31368e-005	-0.000189284	-0.000105754	-0.000162021	-0.000358903	-0.000106247	2.81752e-005	6.18687e-005	0.000108017
0.124729	6.28641e-005	-3.89979e-005	8.70332e-006	5.41465e-005	-2.26035e-007	-3.97907e-005	-2.20826e-005	-9.37309e-006	-1.60757e-005
0.125814	4.21683e-005	-0.000102113	3.17282e-006	5.03567e-005	-0.000172104	-2.04481e-005	-5.96016e-005	-1.49101e-005	-3.1366e-005
0.126834	-1.5533e-005	-0.00013782	-0.000124511	-0.00015565	-0.000281261	-1.22011e-005	5.37786e-005	1.75677e-005	2.98858e-005
0.127855	3.90485e-005	-5.6124e-005	3.47883e-006	-0.000171935	-0.000264861	2.82559e-005	3.02504e-005	5.57658e-005	5.84545e-005
0.12894	-2.5593e-005	-0.000106312	-9.10485e-006	-2.90339e-005	-0.000138146	1.88461e-005	-6.46098e-005	2.67169e-005	7.07378e-006
0.129961	2.7424e-005	-5.18052e-005	-0.000157225	-0.000304258	-0.000426129	-9.86541e-005	-3.21794e-006	3.23662e-005	2.20757e-005
